10,3.0,3.0,0.9148936170212766,0.07428571428571429
11,3.0,3.0,0.8063851229967408,0.25156686366671427
12,3.0,3.0,0.7607240243234142,0.911497998468397
13,3.0,3.0,0.914012500151114,0.445355714149592
14,3.0,3.0,0.7646846575067089,0.2619096521561915
15,3.0,3.0,0.9328745211132778,0.24827816718587745
16,3.0,3.0,0.9943502824858758,0.0834657777942689
0,3.0,3.0,0.8333880335930236,0.23250383221814622
1,3.0,3.0,0.917008910792513,0.30944655893180256
2,3.0,3.0,0.8208065965254697,0.5788883645379047
3,3.0,3.0,0.982905982905983,0.035872297637003524
4,3.0,3.0,0.9453558737380496,0.2444517507808647
5,3.0,3.0,0.98989898989899,0.18700941915227628
6,3.0,3.0,0.8425623758957093,0.34133212948214525
7,3.0,3.0,0.9517331464253855,0.07050717924965262
8,3.0,3.0,0.9500330451676433,0.06655259944733628
9,3.0,3.0,0.9421435240762972,0.0881555923316013
