0,18
1,19
2,20
3,21
4,22
5,23
6,24
7,25
8,26
9,27
10,28
11,29
12,30
13,31
14,32
15,33
16,0
17,11
18,12
19,13
20,4
21,1
22,14
23,2
24,5
25,6
26,15
27,7
28,34
29,8
30,17
31,9
32,10
33,16
34,3
35,0
36,11
37,12
38,13
39,4
40,1
41,14
42,2
43,5
44,6
45,15
46,7
47,8
48,17
49,9
50,10
51,16
52,3
53,0
54,11
55,12
56,13
57,4
58,1
59,14
60,2
61,5
62,6
63,15
64,7
65,8
66,9
67,10
68,16
69,3
