16	35	0.24089635854341737
16	53	0.23953328757721346
17	36	0.2489137181874612
17	54	0.2554831061055127
18	55	0.9148211243611585
20	39	0.26582278481012656
19	56	0.4605263157894737
18	37	0.9015544041450777
19	38	0.42483660130718953
20	57	0.19480519480519481
21	40	0.3548387096774194
21	58	0.3181818181818182
24	43	0.22448979591836735
23	60	0.5694760820045558
23	42	0.5870535714285714
22	59	0.24879227053140096
24	61	0.21153846153846154
22	41	0.2593856655290102
25	44	0.3684210526315789
26	45	0.2552083333333333
25	62	0.3621621621621622
26	63	0.27
27	64	0.07352941176470588
27	46	0.075
29	47	0.11403508771929824
29	65	0.04395604395604396
30	48	0.058823529411764705
31	66	0.09375
32	50	0.07428571428571429
31	49	0.10793650793650794
32	67	0.07428571428571429
33	51	0.07407407407407407
33	68	0.1320754716981132
34	52	0.029411764705882353
34	69	0.06153846153846154
38	56	0.4507042253521127
40	58	0.2553191489361702
37	55	0.9181184668989547
35	53	0.21708185053380782
42	60	0.5801354401805869
41	59	0.27755102040816326
36	54	0.2503037667071689
39	57	0.2727272727272727
43	61	0.125
44	62	0.2934131736526946
45	63	0.21962616822429906
47	65	0.041666666666666664
46	64	0.06299212598425197
49	66	0.06278026905829596
50	67	0.07428571428571429
52	69	0.016666666666666666
51	68	0.04424778761061947
